House,Resident,Day,Hour,Activity,ActivityMinutes
A,1,2,20,3,0
A,1,2,20,4,0
A,1,2,20,5,0
A,1,2,20,6,0
A,1,2,20,7,0
A,1,2,20,8,0
A,1,2,20,9,0
A,1,2,20,10,0
A,1,2,21,1,34
A,1,2,21,2,0
A,1,2,21,3,4
A,1,2,21,4,19
A,1,2,21,5,0
A,1,2,21,6,0
A,1,2,21,7,0
A,1,2,21,8,3
A,1,2,21,9,0
A,1,2,21,10,0
A,1,2,22,1,0
A,1,2,22,2,0
A,1,2,22,3,33
A,1,2,22,4,0
A,1,2,22,5,0
A,1,2,22,6,0
A,1,2,22,7,0
A,1,2,22,8,0
A,1,2,22,9,23
A,1,2,22,10,4
A,1,2,23,1,0
A,1,2,23,2,0
A,1,2,23,3,59
A,1,2,23,4,0
A,1,2,23,5,0
A,1,2,23,6,0
A,1,2,23,7,0
A,1,2,23,8,0
A,1,2,23,9,0
A,1,2,23,10,0
A,2,2,0,1,60
A,2,2,0,2,0
A,2,2,0,3,0
A,2,2,0,4,0
A,2,2,0,5,0
A,2,2,0,6,0
A,2,2,0,7,0
A,2,2,0,8,0
A,2,2,0,9,0
A,2,2,0,10,0
A,2,2,1,1,60
A,2,2,1,2,0
A,2,2,1,3,0
A,2,2,1,4,0
A,2,2,1,5,0
A,2,2,1,6,0
A,2,2,1,7,0
A,2,2,1,8,0
A,2,2,1,9,0
A,2,2,1,10,0
A,2,2,2,1,60
A,2,2,2,2,0
A,2,2,2,3,0
A,2,2,2,4,0
A,2,2,2,5,0
A,2,2,2,6,0
A,2,2,2,7,0
A,2,2,2,8,0
A,2,2,2,9,0
A,2,2,2,10,0
A,2,2,3,1,60
A,2,2,3,2,0
A,2,2,3,3,0
A,2,2,3,4,0
A,2,2,3,5,0
A,2,2,3,6,0
A,2,2,3,7,0
A,2,2,3,8,0
A,2,2,3,9,0
A,2,2,3,10,0
A,2,2,4,1,60
A,2,2,4,2,0
A,2,2,4,3,0
A,2,2,4,4,0
A,2,2,4,5,0
A,2,2,4,6,0
A,2,2,4,7,0
A,2,2,4,8,0
A,2,2,4,9,0
A,2,2,4,10,0
A,2,2,5,1,60
A,2,2,5,2,0
A,2,2,5,3,0
A,2,2,5,4,0
A,2,2,5,5,0
A,2,2,5,6,0
A,2,2,5,7,0
A,2,2,5,8,0
A,2,2,5,9,0
A,2,2,5,10,0
A,2,2,6,1,60
A,2,2,6,2,0
A,2,2,6,3,0
A,2,2,6,4,0
A,2,2,6,5,0
A,2,2,6,6,0
A,2,2,6,7,0
A,2,2,6,8,0
A,2,2,6,9,0
A,2,2,6,10,0
A,2,2,7,1,60
A,2,2,7,2,0
A,2,2,7,3,0
A,2,2,7,4,0
A,2,2,7,5,0
A,2,2,7,6,0
A,2,2,7,7,0
A,2,2,7,8,0
A,2,2,7,9,0
A,2,2,7,10,0
A,2,2,8,1,60
A,2,2,8,2,0
A,2,2,8,3,0
A,2,2,8,4,0
A,2,2,8,5,0
A,2,2,8,6,0
A,2,2,8,7,0
A,2,2,8,8,0
A,2,2,8,9,0
A,2,2,8,10,0
A,2,2,9,1,60
A,2,2,9,2,0
A,2,2,9,3,0
A,2,2,9,4,0
A,2,2,9,5,0
A,2,2,9,6,0
A,2,2,9,7,0
A,2,2,9,8,0
A,2,2,9,9,0
A,2,2,9,10,0
A,2,2,10,1,60
A,2,2,10,2,0
A,2,2,10,3,0
A,2,2,10,4,0
A,2,2,10,5,0
A,2,2,10,6,0
A,2,2,10,7,0
A,2,2,10,8,0
A,2,2,10,9,0
A,2,2,10,10,0
A,2,2,11,1,60
A,2,2,11,2,0
A,2,2,11,3,0
A,2,2,11,4,0
A,2,2,11,5,0
A,2,2,11,6,0
A,2,2,11,7,0
A,2,2,11,8,0
A,2,2,11,9,0
A,2,2,11,10,0
A,2,2,12,1,60
A,2,2,12,2,0
A,2,2,12,3,0
A,2,2,12,4,0
A,2,2,12,5,0
A,2,2,12,6,0
A,2,2,12,7,0
A,2,2,12,8,0
A,2,2,12,9,0
A,2,2,12,10,0
A,2,2,13,1,60
A,2,2,13,2,0
A,2,2,13,3,0
A,2,2,13,4,0
A,2,2,13,5,0
A,2,2,13,6,0
A,2,2,13,7,0
A,2,2,13,8,0
A,2,2,13,9,0
A,2,2,13,10,0
A,2,2,14,1,60
A,2,2,14,2,0
A,2,2,14,3,0
A,2,2,14,4,0
A,2,2,14,5,0
A,2,2,14,6,0
A,2,2,14,7,0
A,2,2,14,8,0
A,2,2,14,9,0
A,2,2,14,10,0
A,2,2,15,1,60
A,2,2,15,2,0
A,2,2,15,3,0
A,2,2,15,4,0
A,2,2,15,5,0
A,2,2,15,6,0
A,2,2,15,7,0
A,2,2,15,8,0
A,2,2,15,9,0
A,2,2,15,10,0
A,2,2,16,1,60
A,2,2,16,2,0
A,2,2,16,3,0
A,2,2,16,4,0
A,2,2,16,5,0
A,2,2,16,6,0
A,2,2,16,7,0
A,2,2,16,8,0
A,2,2,16,9,0
A,2,2,16,10,0
A,2,2,17,1,60
A,2,2,17,2,0
A,2,2,17,3,0
A,2,2,17,4,0
A,2,2,17,5,0
A,2,2,17,6,0
A,2,2,17,7,0
A,2,2,17,8,0
A,2,2,17,9,0
A,2,2,17,10,0
A,2,2,18,1,60
A,2,2,18,2,0
A,2,2,18,3,0
A,2,2,18,4,0
A,2,2,18,5,0
A,2,2,18,6,0
A,2,2,18,7,0
A,2,2,18,8,0
A,2,2,18,9,0
A,2,2,18,10,0
A,2,2,19,1,60
A,2,2,19,2,0
A,2,2,19,3,0
A,2,2,19,4,0
A,2,2,19,5,0
A,2,2,19,6,0
A,2,2,19,7,0
A,2,2,19,8,0
A,2,2,19,9,0
A,2,2,19,10,0
A,2,2,20,1,60
A,2,2,20,2,0
A,2,2,20,3,0
A,2,2,20,4,0
A,2,2,20,5,0
A,2,2,20,6,0
A,2,2,20,7,0
A,2,2,20,8,0
A,2,2,20,9,0
A,2,2,20,10,0
A,2,2,21,1,60
A,2,2,21,2,0
A,2,2,21,3,0
A,2,2,21,4,0
A,2,2,21,5,0
A,2,2,21,6,0
A,2,2,21,7,0
A,2,2,21,8,0
A,2,2,21,9,0
A,2,2,21,10,0
A,2,2,22,1,60
A,2,2,22,2,0
A,2,2,22,3,0
A,2,2,22,4,0
A,2,2,22,5,0
A,2,2,22,6,0
A,2,2,22,7,0
A,2,2,22,8,0
A,2,2,22,9,0
A,2,2,22,10,0
A,2,2,23,1,59
A,2,2,23,2,0
A,2,2,23,3,0
A,2,2,23,4,0
A,2,2,23,5,0
A,2,2,23,6,0
A,2,2,23,7,0
A,2,2,23,8,0
A,2,2,23,9,0
A,2,2,23,10,0
B,1,2,0,1,0
B,1,2,0,2,0
B,1,2,0,3,0
B,1,2,0,4,60
B,1,2,0,5,0
B,1,2,0,6,0
B,1,2,0,7,0
B,1,2,0,8,0
B,1,2,0,9,0
B,1,2,0,10,0
B,1,2,1,1,0
B,1,2,1,2,57
B,1,2,1,3,0
B,1,2,1,4,1
B,1,2,1,5,0
B,1,2,1,6,0
B,1,2,1,7,0
B,1,2,1,8,0
B,1,2,1,9,0
B,1,2,1,10,2
B,1,2,2,1,0
B,1,2,2,2,60
B,1,2,2,3,0
B,1,2,2,4,0
B,1,2,2,5,0
B,1,2,2,6,0
B,1,2,2,7,0
B,1,2,2,8,0
B,1,2,2,9,0
B,1,2,2,10,0
B,1,2,3,1,0
B,1,2,3,2,60
B,1,2,3,3,0
B,1,2,3,4,0
B,1,2,3,5,0
B,1,2,3,6,0
B,1,2,3,7,0
B,1,2,3,8,0
B,1,2,3,9,0
B,1,2,3,10,0
B,1,2,4,1,0
B,1,2,4,2,60
B,1,2,4,3,0
B,1,2,4,4,0
B,1,2,4,5,0
B,1,2,4,6,0
B,1,2,4,7,0
B,1,2,4,8,0
B,1,2,4,9,0
B,1,2,4,10,0
B,1,2,5,1,0
B,1,2,5,2,60
B,1,2,5,3,0
B,1,2,5,4,0
B,1,2,5,5,0
B,1,2,5,6,0
B,1,2,5,7,0
B,1,2,5,8,0
B,1,2,5,9,0
B,1,2,5,10,0
B,1,2,6,1,0
B,1,2,6,2,60
B,1,2,6,3,0
B,1,2,6,4,0
B,1,2,6,5,0
B,1,2,6,6,0
B,1,2,6,7,0
B,1,2,6,8,0
B,1,2,6,9,0
B,1,2,6,10,0
B,1,2,7,1,0
B,1,2,7,2,60
B,1,2,7,3,0
B,1,2,7,4,0
B,1,2,7,5,0
B,1,2,7,6,0
B,1,2,7,7,0
B,1,2,7,8,0
B,1,2,7,9,0
B,1,2,7,10,0
B,1,2,8,1,0
B,1,2,8,2,60
B,1,2,8,3,0
B,1,2,8,4,0
B,1,2,8,5,0
B,1,2,8,6,0
B,1,2,8,7,0
B,1,2,8,8,0
B,1,2,8,9,0
B,1,2,8,10,0
B,1,2,9,1,0
B,1,2,9,2,0
B,1,2,9,3,0
B,1,2,9,4,0
B,1,2,9,5,0
B,1,2,9,6,38
B,1,2,9,7,3
B,1,2,9,8,8
B,1,2,9,9,0
B,1,2,9,10,11
B,1,2,10,1,31
B,1,2,10,2,0
B,1,2,10,3,0
B,1,2,10,4,0
B,1,2,10,5,0
B,1,2,10,6,11
B,1,2,10,7,15
B,1,2,10,8,0
B,1,2,10,9,0
B,1,2,10,10,3
B,1,2,11,1,60
B,1,2,11,2,0
B,1,2,11,3,0
B,1,2,11,4,0
B,1,2,11,5,0
B,1,2,11,6,0
B,1,2,11,7,0
B,1,2,11,8,0
B,1,2,11,9,0
B,1,2,11,10,0
B,1,2,12,1,60
B,1,2,12,2,0
B,1,2,12,3,0
B,1,2,12,4,0
B,1,2,12,5,0
B,1,2,12,6,0
B,1,2,12,7,0
B,1,2,12,8,0
B,1,2,12,9,0
B,1,2,12,10,0
B,1,2,13,1,60
B,1,2,13,2,0
B,1,2,13,3,0
B,1,2,13,4,0
B,1,2,13,5,0
B,1,2,13,6,0
B,1,2,13,7,0
B,1,2,13,8,0
B,1,2,13,9,0
B,1,2,13,10,0
B,1,2,14,1,60
B,1,2,14,2,0
B,1,2,14,3,0
B,1,2,14,4,0
B,1,2,14,5,0
B,1,2,14,6,0
B,1,2,14,7,0
B,1,2,14,8,0
B,1,2,14,9,0
B,1,2,14,10,0
B,1,2,15,1,60
B,1,2,15,2,0
B,1,2,15,3,0
B,1,2,15,4,0
B,1,2,15,5,0
B,1,2,15,6,0
B,1,2,15,7,0
B,1,2,15,8,0
B,1,2,15,9,0
B,1,2,15,10,0
B,1,2,16,1,60
B,1,2,16,2,0
B,1,2,16,3,0
B,1,2,16,4,0
B,1,2,16,5,0
B,1,2,16,6,0
B,1,2,16,7,0
B,1,2,16,8,0
B,1,2,16,9,0
B,1,2,16,10,0
B,1,2,17,1,60
B,1,2,17,2,0
B,1,2,17,3,0
B,1,2,17,4,0
B,1,2,17,5,0
B,1,2,17,6,0
B,1,2,17,7,0
B,1,2,17,8,0
B,1,2,17,9,0
B,1,2,17,10,0
B,1,2,18,1,60
B,1,2,18,2,0
B,1,2,18,3,0
B,1,2,18,4,0
B,1,2,18,5,0
B,1,2,18,6,0
B,1,2,18,7,0
B,1,2,18,8,0
B,1,2,18,9,0
B,1,2,18,10,0
B,1,2,19,1,60
B,1,2,19,2,0
B,1,2,19,3,0
B,1,2,19,4,0
B,1,2,19,5,0
B,1,2,19,6,0
B,1,2,19,7,0
B,1,2,19,8,0
B,1,2,19,9,0
B,1,2,19,10,0
B,1,2,20,1,30
B,1,2,20,2,0
B,1,2,20,3,0
B,1,2,20,4,0
B,1,2,20,5,13
B,1,2,20,6,14
B,1,2,20,7,0
B,1,2,20,8,2
B,1,2,20,9,0
B,1,2,20,10,1
B,1,2,21,1,0
B,1,2,21,2,0
B,1,2,21,3,0
B,1,2,21,4,2
B,1,2,21,5,58
B,1,2,21,6,0
B,1,2,21,7,0
B,1,2,21,8,0
B,1,2,21,9,0
B,1,2,21,10,0
B,1,2,22,1,0
B,1,2,22,2,15
B,1,2,22,3,0
B,1,2,22,4,45
B,1,2,22,5,0
B,1,2,22,6,0
B,1,2,22,7,0
B,1,2,22,8,0
B,1,2,22,9,0
B,1,2,22,10,0
B,1,2,23,1,0
B,1,2,23,2,59
B,1,2,23,3,0
B,1,2,23,4,0
B,1,2,23,5,0
B,1,2,23,6,0
B,1,2,23,7,0
B,1,2,23,8,0
B,1,2,23,9,0
B,1,2,23,10,0
B,2,2,0,1,0
B,2,2,0,2,0
B,2,2,0,3,0
B,2,2,0,4,60
B,2,2,0,5,0
B,2,2,0,6,0
B,2,2,0,7,0
B,2,2,0,8,0
B,2,2,0,9,0
B,2,2,0,10,0
B,2,2,1,1,0
B,2,2,1,2,59
B,2,2,1,3,0
B,2,2,1,4,0
B,2,2,1,5,0
B,2,2,1,6,0
B,2,2,1,7,0
B,2,2,1,8,0
B,2,2,1,9,0
B,2,2,1,10,1
B,2,2,2,1,0
B,2,2,2,2,60
B,2,2,2,3,0
B,2,2,2,4,0
B,2,2,2,5,0
B,2,2,2,6,0
B,2,2,2,7,0
B,2,2,2,8,0
B,2,2,2,9,0
B,2,2,2,10,0
B,2,2,3,1,0
B,2,2,3,2,60
B,2,2,3,3,0
B,2,2,3,4,0
B,2,2,3,5,0
B,2,2,3,6,0
B,2,2,3,7,0
B,2,2,3,8,0
B,2,2,3,9,0
B,2,2,3,10,0
B,2,2,4,1,0
B,2,2,4,2,60
B,2,2,4,3,0
B,2,2,4,4,0
B,2,2,4,5,0
B,2,2,4,6,0
B,2,2,4,7,0
B,2,2,4,8,0
B,2,2,4,9,0
B,2,2,4,10,0
B,2,2,5,1,0
B,2,2,5,2,60
B,2,2,5,3,0
B,2,2,5,4,0
B,2,2,5,5,0
B,2,2,5,6,0
B,2,2,5,7,0
B,2,2,5,8,0
B,2,2,5,9,0
B,2,2,5,10,0
B,2,2,6,1,0
B,2,2,6,2,46
B,2,2,6,3,10
B,2,2,6,4,0
B,2,2,6,5,0
B,2,2,6,6,0
B,2,2,6,7,0
B,2,2,6,8,0
B,2,2,6,9,0
B,2,2,6,10,4
B,2,2,7,1,0
B,2,2,7,2,0
B,2,2,7,3,40
B,2,2,7,4,0
B,2,2,7,5,0
B,2,2,7,6,7
B,2,2,7,7,0
B,2,2,7,8,0
B,2,2,7,9,0
B,2,2,7,10,13
B,2,2,8,1,0
B,2,2,8,2,0
B,2,2,8,3,0
B,2,2,8,4,0
B,2,2,8,5,0
B,2,2,8,6,60
B,2,2,8,7,0
B,2,2,8,8,0
B,2,2,8,9,0
B,2,2,8,10,0
B,2,2,9,1,0
B,2,2,9,2,0
B,2,2,9,3,5
B,2,2,9,4,0
B,2,2,9,5,0
B,2,2,9,6,40
B,2,2,9,7,0
B,2,2,9,8,3
B,2,2,9,9,0
B,2,2,9,10,12
B,2,2,10,1,31
B,2,2,10,2,0
B,2,2,10,3,4
B,2,2,10,4,0
B,2,2,10,5,0
B,2,2,10,6,14
B,2,2,10,7,11
B,2,2,10,8,0
B,2,2,10,9,0
B,2,2,10,10,0
B,2,2,11,1,60
B,2,2,11,2,0
B,2,2,11,3,0
B,2,2,11,4,0
B,2,2,11,5,0
B,2,2,11,6,0
B,2,2,11,7,0
B,2,2,11,8,0
B,2,2,11,9,0
B,2,2,11,10,0
B,2,2,12,1,60
B,2,2,12,2,0
B,2,2,12,3,0
B,2,2,12,4,0
B,2,2,12,5,0
B,2,2,12,6,0
B,2,2,12,7,0
B,2,2,12,8,0
B,2,2,12,9,0
B,2,2,12,10,0
B,2,2,13,1,60
B,2,2,13,2,0
B,2,2,13,3,0
B,2,2,13,4,0
B,2,2,13,5,0
B,2,2,13,6,0
B,2,2,13,7,0
B,2,2,13,8,0
B,2,2,13,9,0
B,2,2,13,10,0
B,2,2,14,1,60
B,2,2,14,2,0
B,2,2,14,3,0
B,2,2,14,4,0
B,2,2,14,5,0
B,2,2,14,6,0
B,2,2,14,7,0
B,2,2,14,8,0
B,2,2,14,9,0
B,2,2,14,10,0
B,2,2,15,1,60
B,2,2,15,2,0
B,2,2,15,3,0
B,2,2,15,4,0
B,2,2,15,5,0
B,2,2,15,6,0
B,2,2,15,7,0
B,2,2,15,8,0
B,2,2,15,9,0
B,2,2,15,10,0
B,2,2,16,1,60
B,2,2,16,2,0
B,2,2,16,3,0
B,2,2,16,4,0
B,2,2,16,5,0
B,2,2,16,6,0
B,2,2,16,7,0
B,2,2,16,8,0
B,2,2,16,9,0
B,2,2,16,10,0
B,2,2,17,1,60
B,2,2,17,2,0
B,2,2,17,3,0
B,2,2,17,4,0
B,2,2,17,5,0
B,2,2,17,6,0
B,2,2,17,7,0
B,2,2,17,8,0
B,2,2,17,9,0
B,2,2,17,10,0
B,2,2,18,1,60
B,2,2,18,2,0
B,2,2,18,3,0
B,2,2,18,4,0
B,2,2,18,5,0
B,2,2,18,6,0
B,2,2,18,7,0
B,2,2,18,8,0
B,2,2,18,9,0
B,2,2,18,10,0
B,2,2,19,1,60
B,2,2,19,2,0
B,2,2,19,3,0
B,2,2,19,4,0
B,2,2,19,5,0
B,2,2,19,6,0
B,2,2,19,7,0
B,2,2,19,8,0
B,2,2,19,9,0
B,2,2,19,10,0
B,2,2,20,1,30
B,2,2,20,2,0
B,2,2,20,3,0
B,2,2,20,4,0
B,2,2,20,5,0
B,2,2,20,6,2
B,2,2,20,7,0
B,2,2,20,8,3
B,2,2,20,9,25
B,2,2,20,10,0
B,2,2,21,1,0
B,2,2,21,2,0
B,2,2,21,3,0
B,2,2,21,4,2
B,2,2,21,5,0
B,2,2,21,6,0
B,2,2,21,7,0
B,2,2,21,8,0
B,2,2,21,9,58
B,2,2,21,10,0
B,2,2,22,1,0
B,2,2,22,2,15
B,2,2,22,3,0
B,2,2,22,4,45
B,2,2,22,5,0
B,2,2,22,6,0
B,2,2,22,7,0
B,2,2,22,8,0
B,2,2,22,9,0
B,2,2,22,10,0
B,2,2,23,1,0
B,2,2,23,2,59
B,2,2,23,3,0
B,2,2,23,4,0
B,2,2,23,5,0
B,2,2,23,6,0
B,2,2,23,7,0
B,2,2,23,8,0
B,2,2,23,9,0
B,2,2,23,10,0
A,1,3,0,1,0
A,1,3,0,2,0
A,1,3,0,3,0
A,1,3,0,4,23
A,1,3,0,5,0
A,1,3,0,6,0
A,1,3,0,7,18
A,1,3,0,8,0
A,1,3,0,9,19
A,1,3,0,10,0
A,1,3,1,1,0
A,1,3,1,2,0
A,1,3,1,3,30
A,1,3,1,4,30
A,1,3,1,5,0
A,1,3,1,6,0
A,1,3,1,7,0
A,1,3,1,8,0
A,1,3,1,9,0
A,1,3,1,10,0
A,1,3,2,1,0
A,1,3,2,2,46
A,1,3,2,3,5
A,1,3,2,4,0
A,1,3,2,5,0
A,1,3,2,6,0
A,1,3,2,7,0
A,1,3,2,8,0
A,1,3,2,9,0
A,1,3,2,10,9
A,1,3,3,1,0
A,1,3,3,2,60
A,1,3,3,3,0
A,1,3,3,4,0
A,1,3,3,5,0
A,1,3,3,6,0
A,1,3,3,7,0
A,1,3,3,8,0
A,1,3,3,9,0
A,1,3,3,10,0
A,1,3,4,1,0
A,1,3,4,2,60
A,1,3,4,3,0
A,1,3,4,4,0
A,1,3,4,5,0
A,1,3,4,6,0
A,1,3,4,7,0
A,1,3,4,8,0
A,1,3,4,9,0
A,1,3,4,10,0
A,1,3,5,1,0
A,1,3,5,2,60
A,1,3,5,3,0
A,1,3,5,4,0
A,1,3,5,5,0
A,1,3,5,6,0
A,1,3,5,7,0
A,1,3,5,8,0
A,1,3,5,9,0
A,1,3,5,10,0
A,1,3,6,1,0
A,1,3,6,2,60
A,1,3,6,3,0
A,1,3,6,4,0
A,1,3,6,5,0
A,1,3,6,6,0
A,1,3,6,7,0
A,1,3,6,8,0
A,1,3,6,9,0
A,1,3,6,10,0
A,1,3,7,1,0
A,1,3,7,2,60
A,1,3,7,3,0
A,1,3,7,4,0
A,1,3,7,5,0
A,1,3,7,6,0
A,1,3,7,7,0
A,1,3,7,8,0
A,1,3,7,9,0
A,1,3,7,10,0
A,1,3,8,1,0
A,1,3,8,2,60
A,1,3,8,3,0
A,1,3,8,4,0
A,1,3,8,5,0
A,1,3,8,6,0
A,1,3,8,7,0
A,1,3,8,8,0
A,1,3,8,9,0
A,1,3,8,10,0
A,1,3,9,1,0
A,1,3,9,2,49
A,1,3,9,3,0
A,1,3,9,4,0
A,1,3,9,5,0
A,1,3,9,6,8
A,1,3,9,7,0
A,1,3,9,8,0
A,1,3,9,9,0
A,1,3,9,10,3
A,1,3,10,1,0
A,1,3,10,2,0
A,1,3,10,3,0
A,1,3,10,4,35
A,1,3,10,5,0
A,1,3,10,6,2
A,1,3,10,7,23
A,1,3,10,8,0
A,1,3,10,9,0
A,1,3,10,10,0
A,1,3,11,1,0
A,1,3,11,2,0
A,1,3,11,3,0
A,1,3,11,4,0
A,1,3,11,5,0
A,1,3,11,6,0
A,1,3,11,7,55
A,1,3,11,8,5
A,1,3,11,9,0
A,1,3,11,10,0
A,1,3,12,1,0
A,1,3,12,2,0
A,1,3,12,3,36
A,1,3,12,4,9
A,1,3,12,5,0
A,1,3,12,6,0
A,1,3,12,7,0
A,1,3,12,8,3
A,1,3,12,9,12
A,1,3,12,10,0
A,1,3,13,1,0
A,1,3,13,2,0
A,1,3,13,3,25
A,1,3,13,4,30
A,1,3,13,5,0
A,1,3,13,6,0
A,1,3,13,7,0
A,1,3,13,8,0
A,1,3,13,9,0
A,1,3,13,10,5
A,1,3,14,1,0
A,1,3,14,2,0
A,1,3,14,3,7
A,1,3,14,4,53
A,1,3,14,5,0
A,1,3,14,6,0
A,1,3,14,7,0
A,1,3,14,8,0
A,1,3,14,9,0
A,1,3,14,10,0
A,1,3,15,1,0
A,1,3,15,2,0
A,1,3,15,3,37
A,1,3,15,4,0
A,1,3,15,5,0
A,1,3,15,6,0
A,1,3,15,7,9
A,1,3,15,8,0
A,1,3,15,9,0
A,1,3,15,10,14
A,1,3,16,1,0
A,1,3,16,2,0
A,1,3,16,3,0
A,1,3,16,4,0
A,1,3,16,5,0
A,1,3,16,6,24
A,1,3,16,7,0
A,1,3,16,8,0
A,1,3,16,9,0
A,1,3,16,10,36
A,1,3,17,1,0
A,1,3,17,2,0
A,1,3,17,3,2
A,1,3,17,4,0
A,1,3,17,5,0
A,1,3,17,6,1
A,1,3,17,7,49
A,1,3,17,8,3
A,1,3,17,9,5
A,1,3,17,10,0
A,1,3,18,1,0
A,1,3,18,2,0
A,1,3,18,3,22
A,1,3,18,4,0
A,1,3,18,5,0
A,1,3,18,6,0
A,1,3,18,7,0
A,1,3,18,8,0
A,1,3,18,9,38
A,1,3,18,10,0
A,1,3,19,1,0
A,1,3,19,2,0
A,1,3,19,3,36
A,1,3,19,4,0
A,1,3,19,5,0
A,1,3,19,6,0
A,1,3,19,7,0
A,1,3,19,8,0
A,1,3,19,9,24
A,1,3,19,10,0
A,1,3,20,1,38
A,1,3,20,2,0
A,1,3,20,3,0
A,1,3,20,4,0
A,1,3,20,5,0
A,1,3,20,6,0
A,1,3,20,7,0
A,1,3,20,8,9
A,1,3,20,9,13
A,1,3,20,10,0
A,1,3,21,1,21
A,1,3,21,2,0
A,1,3,21,3,0
A,1,3,21,4,33
A,1,3,21,5,4
A,1,3,21,6,0
A,1,3,21,7,0
A,1,3,21,8,2
A,1,3,21,9,0
A,1,3,21,10,0
A,1,3,22,1,0
A,1,3,22,2,0
A,1,3,22,3,8
A,1,3,22,4,0
A,1,3,22,5,25
A,1,3,22,6,0
A,1,3,22,7,11
A,1,3,22,8,0
A,1,3,22,9,12
A,1,3,22,10,4
A,1,3,23,1,0
A,1,3,23,2,0
A,1,3,23,3,0
A,1,3,23,4,33
A,1,3,23,5,0
A,1,3,23,6,0
A,1,3,23,7,8
A,1,3,23,8,0
A,1,3,23,9,18
A,1,3,23,10,0
A,2,3,0,1,0
A,2,3,0,2,0
A,2,3,0,3,59
A,2,3,0,4,0
A,2,3,0,5,0
A,2,3,0,6,0
A,2,3,0,7,1
A,2,3,0,8,0
A,2,3,0,9,0
A,2,3,0,10,0
A,2,3,1,1,0
A,2,3,1,2,9
A,2,3,1,3,29
A,2,3,1,4,0
A,2,3,1,5,0
A,2,3,1,6,0
A,2,3,1,7,0
A,2,3,1,8,0
A,2,3,1,9,0
A,2,3,1,10,22
A,2,3,2,1,0
A,2,3,2,2,60
A,2,3,2,3,0
A,2,3,2,4,0
A,2,3,2,5,0
A,2,3,2,6,0
A,2,3,2,7,0
A,2,3,2,8,0
A,2,3,2,9,0
A,2,3,2,10,0
A,2,3,3,1,0
A,2,3,3,2,60
A,2,3,3,3,0
A,2,3,3,4,0
A,2,3,3,5,0
A,2,3,3,6,0
A,2,3,3,7,0
A,2,3,3,8,0
A,2,3,3,9,0
A,2,3,3,10,0
A,2,3,4,1,0
A,2,3,4,2,60
A,2,3,4,3,0
A,2,3,4,4,0
A,2,3,4,5,0
A,2,3,4,6,0
A,2,3,4,7,0
A,2,3,4,8,0
A,2,3,4,9,0
A,2,3,4,10,0
A,2,3,5,1,0
A,2,3,5,2,60
A,2,3,5,3,0
A,2,3,5,4,0
A,2,3,5,5,0
A,2,3,5,6,0
A,2,3,5,7,0
A,2,3,5,8,0
A,2,3,5,9,0
A,2,3,5,10,0
A,2,3,6,1,0
A,2,3,6,2,60
A,2,3,6,3,0
A,2,3,6,4,0
A,2,3,6,5,0
A,2,3,6,6,0
A,2,3,6,7,0
A,2,3,6,8,0
A,2,3,6,9,0
A,2,3,6,10,0
A,2,3,7,1,0
A,2,3,7,2,60
A,2,3,7,3,0
A,2,3,7,4,0
A,2,3,7,5,0
A,2,3,7,6,0
A,2,3,7,7,0
A,2,3,7,8,0
A,2,3,7,9,0
A,2,3,7,10,0
A,2,3,8,1,0
A,2,3,8,2,55
A,2,3,8,3,0
A,2,3,8,4,0
A,2,3,8,5,0
A,2,3,8,6,0
A,2,3,8,7,0
A,2,3,8,8,0
A,2,3,8,9,0
A,2,3,8,10,5
A,2,3,9,1,16
A,2,3,9,2,0
A,2,3,9,3,0
A,2,3,9,4,0
A,2,3,9,5,0
A,2,3,9,6,0
A,2,3,9,7,8
A,2,3,9,8,0
A,2,3,9,9,0
A,2,3,9,10,36
A,2,3,10,1,60
A,2,3,10,2,0
A,2,3,10,3,0
A,2,3,10,4,0
A,2,3,10,5,0
A,2,3,10,6,0
A,2,3,10,7,0
A,2,3,10,8,0
A,2,3,10,9,0
A,2,3,10,10,0
A,2,3,11,1,60
A,2,3,11,2,0
A,2,3,11,3,0
A,2,3,11,4,0
A,2,3,11,5,0
A,2,3,11,6,0
A,2,3,11,7,0
A,2,3,11,8,0
A,2,3,11,9,0
A,2,3,11,10,0
A,2,3,12,1,60
A,2,3,12,2,0
A,2,3,12,3,0
A,2,3,12,4,0
A,2,3,12,5,0
A,2,3,12,6,0
A,2,3,12,7,0
A,2,3,12,8,0
A,2,3,12,9,0
A,2,3,12,10,0
A,2,3,13,1,60
A,2,3,13,2,0
A,2,3,13,3,0
A,2,3,13,4,0
A,2,3,13,5,0
A,2,3,13,6,0
A,2,3,13,7,0
A,2,3,13,8,0
A,2,3,13,9,0
A,2,3,13,10,0
A,2,3,14,1,60
A,2,3,14,2,0
A,2,3,14,3,0
A,2,3,14,4,0
A,2,3,14,5,0
A,2,3,14,6,0
A,2,3,14,7,0
A,2,3,14,8,0
A,2,3,14,9,0
A,2,3,14,10,0
A,2,3,15,1,60
A,2,3,15,2,0
A,2,3,15,3,0
A,2,3,15,4,0
A,2,3,15,5,0
A,2,3,15,6,0
A,2,3,15,7,0
A,2,3,15,8,0
A,2,3,15,9,0
A,2,3,15,10,0
A,2,3,16,1,60
A,2,3,16,2,0
A,2,3,16,3,0
A,2,3,16,4,0
A,2,3,16,5,0
A,2,3,16,6,0
